,song_popularity,explicit,track_number,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2,artist1_num_available_markets,artist2_num_available_markets,release_date_year,modularity_class_artist1,modularity_class_artist2,clustering_genre_artist1,clustering_genre_artist2
79,low,True,1,218480,1,1,4,0.0398,0.693,0.65,0.0,0.186,-8.376,0.192,0.663,85.026,Marc E. Bassy,G-Eazy,300903,71,"['pop', 'pop rap', 'post-teen pop', 'rap']",4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",0.0,53.0,2016,1,1,0.122279,0.18692
80,average,True,10,154373,0,1,4,0.0826,0.675,0.675,0.0,0.12,-7.527,0.283,0.622,173.922,Logic,2 Chainz,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",65.0,60.0,2018,1,1,0.403509,0.373684
81,average,True,8,226647,2,1,4,0.0555,0.874,0.552,0.0,0.279,-5.997,0.383,0.231,140.098,Lil Baby,2 Chainz,3879825,92,"['atl hip hop', 'atl trap', 'rap', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71.0,60.0,2018,1,1,0.373684,0.373684
82,low,True,15,270866,1,1,4,0.0705,0.67,0.515,0.0,0.25,-6.977,0.397,0.422,122.006,Drake,2 Chainz,46297755,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",60.0,60.0,2013,1,1,0.470657,0.373684
83,high,True,12,307593,8,1,4,0.0407,0.903,0.439,0.0,0.138,-11.813,0.397,0.532,139.112,Drake,2 Chainz,46297755,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",60.0,60.0,2017,1,1,0.470657,0.373684
84,average,True,10,274096,8,1,4,0.162,0.862,0.785,0.0,0.128,-3.571,0.232,0.372,123.012,Migos,2 Chainz,10308083,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",70.0,60.0,2017,1,1,0.373684,0.373684
85,average,True,21,312741,10,1,4,0.0222,0.75,0.506,0.0,0.0986,-8.215,0.0852,0.067,137.978,Migos,2 Chainz,10308083,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",70.0,60.0,2018,1,1,0.373684,0.373684
86,average,True,1,231658,1,1,4,0.0304,0.631,0.732,0.0,0.261,-4.706,0.203,0.549,151.779,Young Thug,2 Chainz,5093439,90,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76.0,60.0,2017,1,1,0.373684,0.373684
87,average,True,3,155130,1,1,4,0.046,0.944,0.425,0.0,0.11,-7.146,0.326,0.124,129.999,Lil Yachty,2 Chainz,6140077,83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79.0,60.0,2018,1,1,0.373684,0.373684
88,average,True,8,260009,1,1,4,0.379,0.704,0.558,0.000111,0.407,-6.042,0.287,0.414,163.964,Gucci Mane,2 Chainz,3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",62.0,60.0,2017,1,1,0.373684,0.373684
89,high,True,3,267426,2,1,4,0.0201,0.768,0.471,0.0,0.268,-8.406,0.259,0.405,131.023,ScHoolboy Q,2 Chainz,3064555,78,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",70.0,60.0,2018,1,1,0.414501,0.373684
90,average,False,1,210773,6,1,4,0.326,0.759,0.644,0.0,0.0469,-4.858,0.116,0.813,89.983,MC Kevinho,2 Chainz,6925190,75,"['funk carioca', 'funk ostentacao']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",52.0,60.0,2018,2,1,0.462293,0.373684
91,low,True,2,304000,9,1,4,0.0241,0.839,0.807,0.0,0.19,-3.182,0.0812,0.279,120.028,Giggs,2 Chainz,319303,68,"['grime', 'london rap', 'uk hip hop']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.0,60.0,2017,1,1,0.611742,0.373684
92,low,True,1,238373,1,1,4,0.00582,0.743,0.339,0.0,0.0812,-7.678,0.409,0.118,203.927,YG,2 Chainz,2167964,82,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",61.0,60.0,2018,1,1,0.598862,0.373684
93,high,True,7,237240,1,1,4,0.00552,0.745,0.346,0.0,0.0881,-7.709,0.331,0.112,203.911,YG,2 Chainz,2167964,82,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",61.0,60.0,2018,1,1,0.598862,0.373684
94,average,True,1,296940,2,1,4,0.159,0.887,0.725,0.0,0.333,-6.534,0.295,0.441,135.95,Eminem,2 Chainz,34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",28.0,60.0,2018,1,1,0.50904,0.373684
95,average,True,12,192000,0,1,4,0.00365,0.934,0.407,0.0,0.11,-8.058,0.345,0.0793,140.024,Lil Pump,2 Chainz,6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79.0,60.0,2017,1,1,0.45856,0.373684
96,average,False,1,175231,1,1,4,0.0145,0.684,0.859,0.0,0.291,-4.336,0.0859,0.567,109.976,Louisa,2 Chainz,256645,61,"['post-teen pop', 'uk pop']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79.0,60.0,2018,1,1,0.190294,0.373684
97,high,True,13,298133,1,1,4,0.00575,0.388,0.777,0.0,0.288,-5.55,0.241,0.192,175.933,Logic,Jaden,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",1080654,76,"['hip hop', 'pop', 'rap']",65.0,79.0,2018,1,1,0.403509,0.18692
98,high,True,4,202533,11,0,4,0.00544,0.889,0.385,0.0,0.274,-11.767,0.165,0.235,125.995,Young Thug,Jaden,5093439,90,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",1080654,76,"['hip hop', 'pop', 'rap']",76.0,79.0,2018,1,1,0.373684,0.18692
99,average,True,3,343026,0,1,4,0.303,0.74,0.971,0.00148,0.156,-2.81,0.0883,0.525,122.951,Logic,Killer Mike,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",178720,58,"['alternative hip hop', 'atl hip hop', 'conscious hip hop', 'escape room', 'southern hip hop']",65.0,79.0,2017,1,1,0.403509,0.394062
100,high,True,10,250173,5,0,4,0.57,0.62,0.574,0.0,0.19,-7.788,0.0479,0.352,100.021,Logic,Alessia Cara,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",7037537,82,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",65.0,27.0,2017,1,1,0.403509,0.626181
101,average,False,1,210400,5,0,4,0.253,0.69,0.622,0.0,0.113,-5.025,0.063,0.543,102.039,Zedd,Alessia Cara,5118686,82,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",7037537,82,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",29.0,27.0,2017,1,1,0.704762,0.626181
102,low,False,1,210090,5,0,4,0.232,0.679,0.634,0.0,0.115,-5.024,0.0654,0.498,102.013,Zedd,Alessia Cara,5118686,82,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",7037537,82,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",29.0,27.0,2017,1,1,0.704762,0.626181
103,low,True,5,241306,0,0,4,0.116,0.574,0.823,0.0,0.0898,-4.322,0.124,0.256,154.053,Logic,YBN Cordae,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",1018375,73,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",65.0,40.0,2019,1,1,0.403509,0.601282
104,average,False,2,177619,6,0,4,0.106,0.867,0.721,0.0,0.111,-6.227,0.218,0.483,150.037,Orelsan,YBN Cordae,1225771,67,"['francoton', 'french hip hop', 'rap conscient']",1018375,73,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",69.0,40.0,2018,3,1,0.752381,0.601282
105,average,True,6,487960,1,1,4,0.134,0.725,0.809,0.0,0.369,-4.941,0.309,0.755,90.991,Logic,Ghostface Killah,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",502692,65,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",65.0,79.0,2018,1,1,0.403509,0.394062
106,high,True,3,168346,0,1,4,0.185,0.688,0.637,1.97e-05,0.0943,-5.127,0.259,0.449,160.026,Miley Cyrus,Ghostface Killah,11449152,83,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",502692,65,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",79.0,79.0,2019,1,1,0.153198,0.394062
107,high,True,1,204826,1,1,4,0.0346,0.668,0.756,0.0,0.0793,-3.904,0.0382,0.474,149.908,Logic,Marshmello,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",23115050,87,"['brostep', 'pop', 'progressive electro house']",65.0,63.0,2018,1,1,0.403509,0.562943
108,high,True,12,204746,1,1,4,0.0425,0.667,0.741,0.0,0.0761,-4.099,0.0378,0.422,149.908,Logic,Marshmello,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",23115050,87,"['brostep', 'pop', 'progressive electro house']",65.0,63.0,2018,1,1,0.403509,0.562943
109,high,True,1,214586,9,1,4,0.152,0.814,0.743,0.0,0.163,-2.968,0.159,0.367,107.996,Migos,Marshmello,10308083,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",23115050,87,"['brostep', 'pop', 'progressive electro house']",70.0,63.0,2017,1,1,0.373684,0.562943
110,low,False,1,197993,11,0,4,0.139,0.715,0.802,0.0,0.177,-4.647,0.0394,0.327,124.989,Selena Gomez,Marshmello,20346451,89,"['dance pop', 'pop', 'post-teen pop']",23115050,87,"['brostep', 'pop', 'progressive electro house']",26.0,63.0,2017,1,1,0.153198,0.562943
111,high,False,1,197993,11,0,4,0.124,0.724,0.804,0.0,0.204,-4.614,0.0448,0.306,124.987,Selena Gomez,Marshmello,20346451,89,"['dance pop', 'pop', 'post-teen pop']",23115050,87,"['brostep', 'pop', 'progressive electro house']",26.0,63.0,2017,1,1,0.153198,0.562943
112,average,True,6,331346,1,1,4,0.13,0.839,0.888,0.000376,0.116,-4.181,0.116,0.6,115.005,Logic,Black Thought,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",91185,62,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'southern hip hop']",65.0,79.0,2017,1,1,0.403509,0.394062
113,average,True,11,219480,1,1,4,0.0869,0.777,0.57,0.0,0.121,-6.833,0.0472,0.321,139.993,Logic,Big Sean,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",65.0,79.0,2018,1,1,0.403509,0.50904
114,high,True,1,242306,1,0,4,0.0371,0.831,0.47,0.0,0.144,-7.48,0.425,0.339,75.474,MadeinTYO,Big Sean,923858,72,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",50.0,79.0,2017,1,1,0.373684,0.50904
115,high,False,2,276906,6,1,4,0.0164,0.626,0.822,0.000296,0.139,-5.501,0.0434,0.374,97.003,Coldplay,Big Sean,25438677,89,"['permanent wave', 'pop']",7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",40.0,79.0,2017,1,1,0.764706,0.50904
116,high,True,1,262213,9,0,4,0.844,0.422,0.546,0.0,0.108,-8.155,0.249,0.385,74.741,Jhené Aiko,Big Sean,3089452,84,"['alternative r&b', 'pop', 'r&b']",7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79.0,79.0,2019,1,1,0.465047,0.50904
117,average,True,7,156293,11,0,4,0.0356,0.749,0.691,6.36e-06,0.614,-6.522,0.0817,0.357,144.074,Logic,Juicy J,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2134544,77,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",65.0,79.0,2017,1,1,0.403509,0.934066
118,high,False,1,194533,4,0,5,0.0974,0.491,0.617,0.0,0.27,-4.545,0.147,0.17,126.816,Marshmello,Juicy J,23115050,87,"['brostep', 'pop', 'progressive electro house']",2134544,77,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73.0,79.0,2018,1,1,0.562943,0.934066
119,average,True,8,213573,11,0,4,0.606,0.852,0.632,0.0,0.142,-8.08,0.431,0.716,140.489,A$AP Rocky,Juicy J,6806719,85,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2134544,77,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79.0,79.0,2018,1,1,0.432668,0.934066
120,low,False,1,214480,7,1,4,0.338,0.783,0.623,0.0,0.0975,-6.126,0.08,0.447,100.048,Maroon 5,Kendrick Lamar,23843388,89,"['pop', 'pop rock']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",23.0,53.0,2016,1,1,0.122279,0.403509
121,low,False,14,214265,7,1,4,0.341,0.775,0.617,0.0,0.0985,-6.166,0.0701,0.485,100.048,Maroon 5,Kendrick Lamar,23843388,89,"['pop', 'pop rock']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",23.0,53.0,2017,1,1,0.122279,0.403509
122,low,False,14,214265,7,1,4,0.341,0.776,0.62,0.0,0.0978,-6.198,0.067,0.427,100.025,Maroon 5,Kendrick Lamar,23843388,89,"['pop', 'pop rock']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",23.0,53.0,2017,1,1,0.122279,0.403509
123,high,True,5,245813,8,0,4,0.431,0.512,0.734,0.0,0.226,-5.448,0.438,0.168,93.995,Nipsey Hussle,Kendrick Lamar,1444296,76,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",79.0,53.0,2018,1,1,0.403509,0.403509
124,high,True,8,324189,2,1,4,0.371,0.855,0.694,0.0,0.109,-4.393,0.169,0.49,122.078,Lil Wayne,Kendrick Lamar,9014297,89,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",78.0,53.0,2018,1,1,0.18692,0.403509
125,high,True,9,231360,1,0,4,0.147,0.542,0.72,0.0,0.348,-5.136,0.0628,0.623,149.828,The Weeknd,Kendrick Lamar,20105504,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",42.0,53.0,2016,1,1,0.626181,0.403509
126,high,True,14,211440,2,1,4,0.0762,0.735,0.677,2.17e-05,0.111,-4.979,0.093,0.188,100.584,The Weeknd,Kendrick Lamar,20105504,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",42.0,53.0,2018,1,1,0.626181,0.403509
127,low,True,1,211440,2,1,4,0.0805,0.728,0.668,1.49e-05,0.102,-5.02,0.126,0.162,100.537,The Weeknd,Kendrick Lamar,20105504,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",42.0,53.0,2018,1,1,0.626181,0.403509
128,high,True,1,229670,1,1,4,0.000813,0.645,0.705,0.0,0.128,-5.008,0.299,0.376,137.133,Jay Rock,Kendrick Lamar,808214,72,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",26.0,53.0,2018,1,1,0.403509,0.403509
129,low,True,11,175213,8,1,4,0.0355,0.782,0.633,0.0,0.0615,-4.644,0.341,0.749,150.055,Jay Rock,Kendrick Lamar,808214,72,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",26.0,53.0,2018,1,1,0.403509,0.403509
130,high,True,6,240926,4,0,4,0.172,0.741,0.562,0.0,0.0751,-5.474,0.165,0.292,180.068,Mike WiLL Made-It,Kendrick Lamar,1022777,75,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",79.0,53.0,2017,1,1,0.373684,0.403509
131,average,True,19,258426,2,1,4,0.0122,0.72,0.424,0.0126,0.453,-11.964,0.387,0.228,150.01,Future,Kendrick Lamar,8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",67.0,53.0,2017,1,1,0.373684,0.403509
132,high,True,1,257986,2,1,4,0.0111,0.727,0.431,0.0166,0.506,-12.007,0.395,0.223,150.005,Future,Kendrick Lamar,8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",67.0,53.0,2017,1,1,0.373684,0.403509
133,low,True,1,193173,0,1,4,0.0424,0.888,0.664,0.0,0.0734,-10.13,0.341,0.53,140.012,Rich The Kid,Kendrick Lamar,2103416,82,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",37.0,53.0,2017,1,1,0.373684,0.403509
134,high,True,2,191937,0,1,4,0.0405,0.884,0.698,0.0,0.195,-9.101,0.364,0.575,140.068,Rich The Kid,Kendrick Lamar,2103416,82,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",37.0,53.0,2018,1,1,0.373684,0.403509
135,low,True,2,191937,0,1,4,0.0405,0.884,0.698,0.0,0.195,-9.101,0.364,0.575,140.068,Rich The Kid,Kendrick Lamar,2103416,82,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",37.0,53.0,2018,1,1,0.373684,0.403509
136,high,False,14,210226,1,1,4,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,0.729,191.944,Sia,Kendrick Lamar,16230814,86,"['australian dance', 'australian pop', 'dance pop', 'pop']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",36.0,53.0,2016,1,1,0.680952,0.403509
137,average,True,8,173760,11,1,3,0.202,0.796,0.467,3.32e-05,0.206,-6.293,0.34,0.4,179.974,2 Chainz,Kendrick Lamar,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",59.0,53.0,2019,1,1,0.373684,0.403509
138,high,True,3,268400,1,0,4,0.0859,0.805,0.833,0.0,0.0578,-6.73,0.12,0.703,109.076,Anderson .Paak,Kendrick Lamar,1404131,79,['escape room'],14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",79.0,53.0,2018,1,1,0.750988,0.403509
139,high,True,1,268400,1,0,4,0.0859,0.805,0.833,0.0,0.0578,-6.73,0.12,0.703,109.076,Anderson .Paak,Kendrick Lamar,1404131,79,['escape room'],14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",79.0,53.0,2018,1,1,0.750988,0.403509
140,high,True,3,266080,10,0,4,0.343,0.692,0.713,0.0,0.102,-4.489,0.351,0.615,137.36,SZA,Kendrick Lamar,3251241,82,"['pop', 'pop rap', 'rap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",53.0,53.0,2017,1,1,0.122279,0.403509
141,high,True,1,217005,8,0,4,0.208,0.804,0.509,0.00011,0.314,-10.833,0.132,0.472,120.074,SiR,Kendrick Lamar,293974,70,"['alternative r&b', 'hip hop', 'indie r&b', 'indie soul', 'la pop', 'rap']",14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",79.0,53.0,2019,1,1,0.465047,0.403509
142,low,True,15,234308,9,0,4,0.118,0.697,0.716,0.0,0.0424,-6.288,0.113,0.506,99.905,Maroon 5,Future,23843388,89,"['pop', 'pop rock']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",23.0,53.0,2017,1,1,0.122279,0.373684
143,low,True,15,234308,9,0,4,0.13,0.699,0.718,0.0,0.043,-6.295,0.116,0.52,99.915,Maroon 5,Future,23843388,89,"['pop', 'pop rock']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",23.0,53.0,2017,1,1,0.122279,0.373684
144,low,True,1,234308,9,0,4,0.139,0.703,0.715,0.0,0.0456,-6.285,0.114,0.497,99.924,Maroon 5,Future,23843388,89,"['pop', 'pop rock']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",23.0,53.0,2017,1,1,0.122279,0.373684
145,average,True,7,242880,8,1,4,0.00354,0.749,0.909,0.0,0.337,-2.808,0.074,0.393,149.988,Ty Dolla $ign,Future,3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",51.0,53.0,2017,1,1,0.18692,0.373684
146,average,True,9,273813,7,0,4,0.151,0.765,0.561,0.0,0.183,-7.448,0.086,0.202,135.031,Ty Dolla $ign,Future,3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",51.0,53.0,2017,1,1,0.18692,0.373684
147,average,False,1,233248,7,0,4,0.0976,0.509,0.631,0.0,0.058,-6.312,0.0566,0.157,154.359,Ty Dolla $ign,Future,3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",51.0,53.0,2017,1,1,0.18692,0.373684
148,average,True,1,202213,10,1,4,0.0144,0.725,0.503,1.52e-06,0.124,-5.646,0.209,0.0636,153.047,Chris Brown,Future,11161761,90,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75.0,53.0,2017,1,1,0.153198,0.373684
149,average,True,31,202213,10,1,4,0.0144,0.725,0.503,1.52e-06,0.124,-5.646,0.209,0.0636,153.047,Chris Brown,Future,11161761,90,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75.0,53.0,2017,1,1,0.153198,0.373684
150,high,True,1,157816,1,1,4,0.00944,0.746,0.497,8.6e-05,0.101,-5.785,0.149,0.25,160.051,Lil Baby,Future,3879825,92,"['atl hip hop', 'atl trap', 'rap', 'trap']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71.0,53.0,2019,1,1,0.373684,0.373684
151,low,True,12,241613,2,1,4,0.0269,0.671,0.62,3.21e-06,0.189,-6.092,0.0536,0.226,120.079,DJ Khaled,Future,4671610,78,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",42.0,53.0,2017,1,1,0.153198,0.373684
