,song_popularity,explicit,track_number,num_artists,num_available_markets,release_date,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2
2947,44,False,1,2,79,2019-01-18,217413,10,0,4,0.319,0.779,0.57,0.0,0.215,-6.141,0.146,0.331,90.923,JAZN,Azzi Memo,66766,50,['german hip hop'],293155,61,['german hip hop']
2948,44,False,1,3,79,2019-07-25,197783,11,0,4,0.368,0.653,0.7,0.000669,0.103,-7.054,0.384,0.506,114.954,Olexesh,Azzi Memo,711963,68,['german hip hop'],54,34,[]
2949,44,False,1,3,79,2019-07-25,197783,11,0,4,0.368,0.653,0.7,0.000669,0.103,-7.054,0.384,0.506,114.954,Olexesh,Azzi Memo,711963,68,['german hip hop'],293155,61,['german hip hop']
2950,60,False,1,2,79,2018-11-01,175061,0,0,4,0.193,0.826,0.791,8.6e-05,0.0533,-4.605,0.0806,0.344,150.026,POCAH,MC Mirella,96615,69,"['baile pop', 'funk carioca', 'pagode baiano']",1090688,60,"['baile pop', 'funk carioca']"
2951,53,True,9,2,79,2019-07-26,242464,3,1,4,0.321,0.654,0.64,0.039,0.157,-7.267,0.305,0.822,76.127,Chance the Rapper,Francis and the Lights,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",122711,60,['alternative r&b']
2952,62,False,1,2,79,2019-07-26,208238,2,1,4,0.028,0.767,0.884,0.0,0.103,-3.674,0.161,0.717,123.01,Chance the Rapper,John Legend,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",4967020,82,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
2953,0,False,1,2,0,2017-02-03,227928,6,1,4,0.126,0.512,0.532,0.0,0.103,-6.821,0.0266,0.283,81.353,Ariana Grande,John Legend,44813638,92,"['dance pop', 'pop', 'post-teen pop']",4967020,82,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
2954,66,True,11,2,79,2019-07-26,173489,6,0,4,0.025,0.869,0.607,0.0,0.0906,-6.192,0.333,0.531,160.011,Chance the Rapper,Megan Thee Stallion,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",975209,85,"['houston rap', 'pop', 'pop rap', 'trap queen']"
2955,10,True,1,2,0,2019-10-04,129367,1,1,4,0.0306,0.821,0.767,0.0,0.113,-3.892,0.218,0.436,159.994,Gucci Mane,Megan Thee Stallion,3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",975209,85,"['houston rap', 'pop', 'pop rap', 'trap queen']"
2956,78,True,4,3,79,2019-07-26,225923,9,1,4,0.00157,0.899,0.509,0.0,0.0573,-8.04,0.387,0.599,150.001,Chance the Rapper,MadeinTYO,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",923858,72,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
2957,61,True,5,2,79,2016-12-23,174311,10,0,4,0.476,0.711,0.462,3.86e-05,0.108,-7.132,0.055,0.294,84.04,Roy Woods,MadeinTYO,696557,72,"['canadian hip hop', 'pop rap', 'trap', 'trap soul']",923858,72,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
2958,69,False,1,3,79,2019-05-17,226845,0,0,4,0.0578,0.906,0.596,0.0,0.109,-5.88,0.243,0.701,144.038,Chance the Rapper,TisaKorean,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",21607,61,['houston rap']
2959,53,True,8,3,79,2019-07-26,171943,1,1,4,0.227,0.543,0.753,0.0,0.106,-7.395,0.287,0.183,90.535,Chance the Rapper,Taylor Bennett,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",99304,56,"['chicago rap', 'drill', 'lgbtq+ hip hop', 'underground hip hop']"
2960,53,True,1,3,79,2018-07-17,216276,2,1,4,0.034,0.846,0.809,0.0,0.151,-3.619,0.287,0.267,85.011,Chance the Rapper,Supa Bwe,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",22576,48,['underground hip hop']
2961,59,True,3,2,79,2019-07-26,243915,5,0,4,0.0622,0.793,0.524,0.0,0.0803,-6.229,0.148,0.631,95.044,Chance the Rapper,Smino,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",349242,72,"['alternative r&b', 'hip hop', 'rap', 'underground hip hop']"
2962,60,True,1,2,79,2018-11-29,181158,0,1,4,0.105,0.879,0.457,0.0,0.12,-6.332,0.269,0.658,139.974,Chance the Rapper,Joey Purp,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",83857,59,"['chicago rap', 'underground hip hop']"
2963,62,True,17,3,79,2019-07-26,270992,11,0,4,0.0912,0.869,0.67,0.0,0.0955,-5.505,0.215,0.49,162.999,Chance the Rapper,Lil Durk,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",1485218,80,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2964,0,True,12,2,0,2019-03-22,206498,8,1,4,0.189,0.847,0.363,0.0,0.111,-7.535,0.374,0.174,140.077,NAV,Lil Durk,1931500,83,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",1485218,80,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2965,74,True,16,2,79,2019-10-11,210120,2,0,5,0.619,0.688,0.489,0.0,0.153,-7.627,0.173,0.559,85.404,Lil Tjay,Lil Durk,1187164,85,"['melodic rap', 'nyc rap']",1485218,80,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2966,72,True,4,3,79,2013-04-30,307187,6,0,4,0.0518,0.679,0.645,0.0,0.145,-7.777,0.222,0.203,125.795,Chance the Rapper,Vic Mensa,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",514812,67,"['chicago rap', 'conscious hip hop', 'deep underground hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
2967,63,True,8,2,79,2016-05-27,206240,5,0,4,0.294,0.771,0.647,0.0,0.37,-5.127,0.376,0.678,155.914,Chance the Rapper,Saba,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",329613,69,"['chicago rap', 'hip hop', 'rap', 'underground hip hop']"
2968,68,True,10,2,79,2016-05-27,141542,2,1,4,0.0358,0.704,0.777,0.0,0.151,-5.729,0.195,0.392,111.921,Chance the Rapper,Knox Fortune,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",16666,56,['chicago indie']
2969,54,False,10,2,79,2019-07-26,221271,9,1,4,0.134,0.78,0.708,0.0,0.046,-5.111,0.405,0.66,164.979,Chance the Rapper,Knox Fortune,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",16666,56,['chicago indie']
2970,53,True,16,2,79,2019-07-26,201079,11,1,4,0.00375,0.698,0.715,0.0,0.0887,-5.17,0.0841,0.679,153.981,Chance the Rapper,Calboy,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",430681,73,"['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']"
2971,53,False,15,2,79,2019-07-26,257815,10,1,4,0.773,0.672,0.598,1.66e-06,0.355,-8.268,0.319,0.466,84.017,Chance the Rapper,Randy Newman,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",135149,67,"['disney', 'movie tunes', 'singer-songwriter']"
2972,54,False,6,4,79,2019-07-26,281181,7,1,4,0.137,0.751,0.856,0.0,0.12,-3.29,0.267,0.574,101.932,Chance the Rapper,En Vogue,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",706212,60,"['dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
2973,62,True,13,2,79,2019-07-26,169549,11,0,4,0.0259,0.926,0.498,2.92e-06,0.492,-7.931,0.0899,0.766,125.008,Chance the Rapper,Shawn Mendes,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",25823019,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
2974,80,False,1,2,79,2019-11-13,221306,7,1,3,0.433,0.448,0.603,0.0,0.0862,-7.176,0.064,0.422,205.272,Taylor Swift,Shawn Mendes,28516811,92,"['dance pop', 'pop', 'post-teen pop']",25823019,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
2975,62,False,2,2,79,2019-07-26,236685,6,1,4,0.139,0.606,0.655,0.0,0.103,-6.328,0.402,0.696,159.824,Chance the Rapper,Death Cab for Cutie,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",1146368,69,"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']"
2976,56,False,9,2,79,2017-05-26,242430,9,1,4,0.286,0.747,0.54,0.0,0.275,-7.303,0.119,0.556,134.921,Lil Yachty,Stefflon Don,6140077,83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",523065,74,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']"
2977,45,False,18,2,79,2018-09-19,190482,0,1,4,0.24,0.823,0.744,1.01e-06,0.0533,-5.118,0.0785,0.588,103.087,MHD,Stefflon Don,2707,24,[],523065,74,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']"
2978,45,False,18,2,79,2018-09-19,190482,0,1,4,0.24,0.823,0.744,1.01e-06,0.0533,-5.118,0.0785,0.588,103.087,MHD,Stefflon Don,1311043,65,"['francoton', 'french hip hop', 'pop urbaine']",523065,74,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']"
2979,68,False,1,2,79,2018-06-14,200346,1,0,4,0.138,0.866,0.859,0.0,0.401,-3.087,0.0587,0.923,109.972,Luis Fonsi,Stefflon Don,8340829,80,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",523065,74,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']"
2980,55,True,1,4,79,2019-11-21,219133,5,0,4,0.299,0.522,0.583,0.0,0.108,-7.693,0.281,0.736,98.012,Geko,Stefflon Don,132394,62,"['manchester hip hop', 'uk hip hop']",523065,74,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']"
2981,73,True,1,4,78,2019-01-22,177185,2,1,4,0.00915,0.887,0.765,0.000872,0.0907,-5.207,0.0669,0.456,102.958,Wiley,Stefflon Don,294539,68,"['grime', 'house', 'uk dancehall', 'uk hip hop']",523065,74,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']"
2982,54,True,16,3,79,2018-03-09,185883,8,1,4,0.00872,0.972,0.482,0.0,0.149,-6.128,0.0703,0.0767,125.014,Lil Yachty,Lil Pump,6140077,83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2983,54,True,1,2,79,2018-08-09,177651,10,1,4,0.0713,0.907,0.637,0.0,0.0816,-5.498,0.117,0.496,130.012,Gucci Mane,Lil Pump,3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2984,64,False,1,2,79,2019-08-02,169687,6,0,4,0.0412,0.889,0.646,0.0,0.0798,-7.236,0.074,0.584,98.005,Aya Nakamura,Lil Pump,1802770,76,['basshall'],6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2985,59,True,3,2,79,2018-05-11,163200,8,1,4,0.0966,0.875,0.878,0.0,0.333,-5.358,0.179,0.381,100.042,Tee Grizzley,Lil Pump,1811970,74,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2986,63,True,4,2,79,2018-12-14,186402,10,0,4,0.469,0.764,0.784,0.0,0.123,-4.003,0.0833,0.51,144.981,Kodak Black,Lil Pump,5779040,83,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2987,77,True,1,4,79,2018-10-25,198902,9,0,4,0.0302,0.703,0.723,2.06e-06,0.126,-5.45,0.0412,0.288,104.969,XXXTENTACION,Lil Pump,19142628,92,"['emo rap', 'miami hip hop']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2988,61,True,5,2,79,2019-08-09,134666,8,1,4,0.00968,0.904,0.644,0.0,0.132,-8.0,0.265,0.6,106.989,Blueface,Lil Pump,2247409,79,"['cali rap', 'trap']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2989,77,True,1,2,79,2018-09-07,127946,2,1,4,0.0114,0.901,0.522,0.0,0.259,-8.304,0.33,0.329,104.053,Kanye West,Lil Pump,11565597,90,"['chicago rap', 'rap']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2990,64,True,1,2,79,2018-07-27,202962,9,1,4,0.00422,0.792,0.454,0.0,0.285,-6.753,0.458,0.674,161.993,Smokepurpp,Lil Pump,1913628,74,"['melodic rap', 'meme rap', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2991,49,True,1,2,12,2018-01-19,153350,8,1,4,0.175,0.776,0.732,0.0,0.364,-3.719,0.081,0.383,144.076,Carnage,Lil Pump,270110,68,"['edm', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",6778482,80,"['emo rap', 'miami hip hop', 'rap', 'trap']"
2992,58,True,7,2,79,2018-03-09,185986,0,1,4,0.0572,0.825,0.718,0.0,0.104,-3.482,0.0838,0.69,145.028,Lil Yachty,PnB Rock,6140077,83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
2993,58,True,1,4,70,2017-05-11,236923,7,1,4,0.13,0.746,0.653,0.0,0.17,-4.691,0.0574,0.607,155.947,YFN Lucci,PnB Rock,1425520,68,"['atl hip hop', 'atl trap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
2994,0,True,6,2,0,2017-04-04,197933,7,1,4,0.132,0.761,0.669,0.0,0.0626,-4.777,0.133,0.614,155.968,YFN Lucci,PnB Rock,1425520,68,"['atl hip hop', 'atl trap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
2995,66,True,6,2,70,2017-03-03,197170,7,1,4,0.128,0.758,0.646,0.0,0.0778,-4.701,0.112,0.589,155.955,YFN Lucci,PnB Rock,1425520,68,"['atl hip hop', 'atl trap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
2996,37,True,7,2,0,2016-06-10,196336,8,0,4,0.0237,0.665,0.706,0.0,0.112,-6.859,0.0958,0.632,147.067,Kodak Black,PnB Rock,5779040,83,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
2997,71,True,1,3,79,2019-11-22,150475,8,1,4,0.334,0.8,0.526,0.00174,0.0571,-5.153,0.0716,0.746,129.874,XXXTENTACION,PnB Rock,19142628,92,"['emo rap', 'miami hip hop']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
2998,63,True,13,2,79,2018-03-16,109556,6,0,4,0.153,0.819,0.513,0.0,0.138,-9.005,0.433,0.607,140.032,XXXTENTACION,PnB Rock,19142628,92,"['emo rap', 'miami hip hop']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
2999,73,True,4,3,79,2019-12-06,150475,8,1,4,0.334,0.8,0.526,0.00174,0.0571,-5.153,0.0716,0.746,129.874,XXXTENTACION,PnB Rock,19142628,92,"['emo rap', 'miami hip hop']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
3000,0,True,1,3,0,2017-09-07,258158,0,1,4,0.035,0.611,0.478,0.0,0.107,-5.839,0.107,0.138,172.076,A Boogie Wit da Hoodie,PnB Rock,4410269,90,"['melodic rap', 'pop rap', 'rap', 'trap']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
3001,65,True,15,3,70,2017-09-29,258158,0,1,4,0.035,0.611,0.478,0.0,0.107,-5.839,0.107,0.138,172.076,A Boogie Wit da Hoodie,PnB Rock,4410269,90,"['melodic rap', 'pop rap', 'rap', 'trap']",2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']"
3002,39,True,14,2,79,2017-05-26,164268,1,1,4,0.00337,0.873,0.546,0.0,0.11,-5.293,0.129,0.0601,140.017,Lil Yachty,Evander Griiim,6140077,83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",6187,40,['el paso indie']
3003,54,True,2,2,79,2018-03-09,229525,1,1,4,0.191,0.844,0.699,0.0,0.194,-5.794,0.335,0.753,132.955,Lil Yachty,Ugly God,6140077,83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1753440,64,"['meme rap', 'trap', 'underground hip hop', 'vapor trap']"
3004,48,True,5,2,79,2018-03-09,160296,1,1,4,0.143,0.857,0.386,0.0,0.0909,-6.768,0.251,0.188,119.93,Lil Yachty,Tee Grizzley,6140077,83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1811970,74,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3005,43,False,6,3,79,2017-11-10,212233,1,1,5,0.0595,0.551,0.892,0.0,0.571,-6.064,0.271,0.427,123.969,Sa4,Hasan.K,182647,63,"['deep german hip hop', 'german hip hop', 'german underground rap']",38,29,[]
3006,48,False,3,2,79,2017-11-10,241374,9,0,5,0.0734,0.553,0.8,0.0,0.144,-6.042,0.399,0.145,128.422,Sa4,Soni,182647,63,"['deep german hip hop', 'german hip hop', 'german underground rap']",103,35,['albanian pop']
3007,32,False,1,2,79,2017-10-27,241374,9,0,5,0.0734,0.553,0.8,0.0,0.144,-6.042,0.399,0.145,128.422,Sa4,Soni,182647,63,"['deep german hip hop', 'german hip hop', 'german underground rap']",103,35,['albanian pop']
3008,5,False,1,3,0,2017-10-06,179565,7,1,4,0.0879,0.811,0.655,3.4e-06,0.0943,-6.494,0.0475,0.509,109.981,Felix Jaehn,Hearts & Colors,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",103425,61,"['post-teen pop', 'viral pop']"
3009,0,False,6,3,0,2018-02-16,179565,7,1,4,0.0722,0.811,0.721,4.37e-06,0.112,-4.957,0.0396,0.522,109.983,Felix Jaehn,Hearts & Colors,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",103425,61,"['post-teen pop', 'viral pop']"
3010,12,False,1,2,0,2017-08-04,164905,4,1,4,0.101,0.706,0.913,0.00029,0.123,-3.892,0.0394,0.674,125.952,Felix Jaehn,Mike Williams,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",253426,73,"['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop', 'pop edm', 'tropical house']"
3011,64,False,10,2,79,2018-02-16,166946,4,1,4,0.121,0.702,0.903,0.000123,0.168,-3.921,0.038,0.66,125.948,Felix Jaehn,Mike Williams,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",253426,73,"['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop', 'pop edm', 'tropical house']"
3012,1,False,10,2,0,2018-02-16,166946,4,1,4,0.108,0.704,0.907,0.000273,0.168,-3.875,0.0382,0.635,125.938,Felix Jaehn,Mike Williams,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",253426,73,"['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop', 'pop edm', 'tropical house']"
3013,1,False,5,3,0,2018-02-16,160825,1,0,4,0.000866,0.751,0.737,3.03e-05,0.336,-5.303,0.041,0.847,121.95,Felix Jaehn,Hight,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",1937,52,['uk dance']
3014,65,False,5,3,79,2018-02-16,160825,1,0,4,0.000754,0.751,0.718,3.23e-05,0.155,-5.289,0.0404,0.854,121.993,Felix Jaehn,Hight,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",1937,52,['uk dance']
3015,15,False,1,3,0,2017-05-12,160825,1,0,4,0.000875,0.755,0.719,1.53e-05,0.326,-5.316,0.0421,0.813,121.986,Felix Jaehn,Hight,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",1937,52,['uk dance']
3016,6,True,1,3,0,2018-02-16,190616,2,1,4,0.0573,0.622,0.755,0.0,0.0859,-5.494,0.129,0.317,94.579,Felix Jaehn,Marc E. Bassy,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",300903,71,"['pop', 'pop rap', 'post-teen pop', 'rap']"
3017,57,True,1,3,79,2018-02-16,190616,2,1,4,0.0578,0.621,0.745,0.0,0.089,-5.5,0.14,0.339,94.832,Felix Jaehn,Marc E. Bassy,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",300903,71,"['pop', 'pop rap', 'post-teen pop', 'rap']"
3018,2,True,1,3,0,2018-02-09,190616,2,1,4,0.063,0.648,0.752,0.0,0.0865,-5.482,0.147,0.322,94.734,Felix Jaehn,Marc E. Bassy,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",300903,71,"['pop', 'pop rap', 'post-teen pop', 'rap']"
3019,69,True,13,2,69,2015-12-04,222466,0,1,4,0.0705,0.586,0.525,0.0,0.0729,-8.968,0.498,0.491,126.51,G-Eazy,Marc E. Bassy,4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",300903,71,"['pop', 'pop rap', 'post-teen pop', 'rap']"
3020,8,True,1,2,0,2016-07-15,183003,2,0,4,0.064,0.771,0.785,1.27e-05,0.085,-3.915,0.0832,0.334,111.065,Felix Jaehn,ALMA,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",172182,65,"['dance pop', 'electropop', 'pop', 'tropical house']"
3021,66,False,1,2,79,2017-06-16,170322,10,0,4,0.17,0.775,0.723,0.000672,0.0579,-3.479,0.0486,0.604,124.05,Martin Solveig,ALMA,1114379,75,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop', 'tropical house', 'vocal house']",172182,65,"['dance pop', 'electropop', 'pop', 'tropical house']"
3022,11,False,1,2,0,2017-06-16,170322,1,1,4,0.151,0.775,0.722,0.000724,0.058,-3.502,0.0463,0.649,124.037,Martin Solveig,ALMA,1114379,75,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop', 'tropical house', 'vocal house']",172182,65,"['dance pop', 'electropop', 'pop', 'tropical house']"
3023,1,False,1,2,0,2017-05-11,207304,0,0,4,0.052,0.687,0.799,5.45e-05,0.278,-4.286,0.0691,0.639,99.976,Sub Focus,ALMA,220443,63,"['drum and bass', 'house', 'liquid funk']",172182,65,"['dance pop', 'electropop', 'pop', 'tropical house']"
3024,71,False,1,2,79,2019-06-28,169248,4,1,4,0.264,0.792,0.691,7.05e-06,0.0957,-7.073,0.0507,0.782,122.014,Felix Jaehn,Calum Scott,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",2296696,78,"['neo mellow', 'pop', 'viral pop']"
3025,81,False,1,3,79,2019-11-22,160794,11,0,4,0.0663,0.818,0.823,1.17e-05,0.133,-3.563,0.2,0.52,128.136,Felix Jaehn,VIZE,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",24499,77,"['german dance', 'tropical house']"
3026,68,False,2,3,79,2018-02-16,184231,11,1,4,0.0856,0.799,0.798,0.0,0.0808,-5.407,0.183,0.594,118.071,Felix Jaehn,R. City,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",111795,65,"['reggae fusion', 'virgin islands reggae']"
3027,18,False,2,3,0,2018-02-16,184231,11,1,4,0.102,0.799,0.806,0.0,0.0934,-5.425,0.181,0.643,118.068,Felix Jaehn,R. City,978052,81,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",111795,65,"['reggae fusion', 'virgin islands reggae']"
3028,64,False,1,2,79,2018-10-26,205408,11,1,4,0.156,0.576,0.719,0.0,0.305,-5.163,0.0397,0.545,94.921,Rudimental,Tom Walker,1167718,75,"['dance pop', 'edm', 'liquid funk', 'pop', 'tropical house', 'uk dance', 'uk funky', 'uk pop']",652136,74,"['indie anthem-folk', 'pop', 'uk pop']"
3029,45,False,24,2,2,2013,242440,6,1,4,0.141,0.669,0.747,0.0,0.185,-7.108,0.0428,0.483,122.531,Rudimental,Ed Sheeran,1167718,75,"['dance pop', 'edm', 'liquid funk', 'pop', 'tropical house', 'uk dance', 'uk funky', 'uk pop']",62638197,94,"['pop', 'uk pop']"
3030,69,False,2,3,79,2017-11-10,244826,2,1,4,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,0.151,159.073,Taylor Swift,Ed Sheeran,28516811,92,"['dance pop', 'pop', 'post-teen pop']",62638197,94,"['pop', 'uk pop']"
3031,77,True,5,2,79,2017-12-15,221013,8,0,4,0.142,0.748,0.749,0.0,0.0713,-5.916,0.516,0.659,90.09,Eminem,Ed Sheeran,34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",62638197,94,"['pop', 'uk pop']"
3032,19,True,5,2,0,2017-12-15,221013,8,0,4,0.17,0.757,0.748,0.0,0.0759,-5.794,0.473,0.693,90.052,Eminem,Ed Sheeran,34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",62638197,94,"['pop', 'uk pop']"
3033,60,False,1,3,78,2017-11-10,180500,0,1,4,0.165,0.906,0.597,2.94e-06,0.0775,-2.566,0.0764,0.967,124.008,Fuse ODG,Ed Sheeran,92492,67,"['afro dancehall', 'afropop', 'azonto', 'dance pop', 'post-teen pop']",62638197,94,"['pop', 'uk pop']"
