Source,Target,Weight,avg_streams,Year
funk carioca,latin,20,46070998.3333333,2017
funk carioca,reggaeton,17,46070998.3333333,2017
hip pop,post-teen pop,18,207615302.25,2017
post-teen pop,queens hip hop,17,207615302.25,2017
pop,swedish electropop,8,121229780.25,2017
latin arena pop,tropical,11,67532331.0,2017
deep house,pop,5,108448716.0,2017
pop rock,southern hip hop,4,102382668.666667,2017
post-teen pop,uk funky,15,255281634.75,2017
dance pop,uk funky,17,336097671.0,2017
belgian edm,pop,7,33655309.0,2017
dmv rap,pop rap,10,43784234.0,2017
dmv rap,trap,8,43784234.0,2017
hip hop,trap soul,21,89013708.5,2017
rap,trap soul,40,89013708.5,2017
trap,trap soul,17,89013708.5,2017
modern rock,southern hip hop,4,84323037.0,2017
rock,southern hip hop,5,84323037.0,2017
post-teen pop,uk dancehall,3,20480350.0,2017
edm,uk dancehall,3,20480350.0,2017
edm,uk hip hop,3,20480350.0,2017
dancehall,house,3,20480350.0,2017
house,uk dancehall,3,20480350.0,2017
house,uk hip hop,3,20480350.0,2017
tropical house,uk dancehall,4,20480350.0,2017
tropical house,uk hip hop,4,20480350.0,2017
uk dance,uk dancehall,3,20480350.0,2017
uk dance,uk hip hop,3,20480350.0,2017
alternative r&b,art pop,4,27924816.6666667,2017
alternative r&b,metropopolis,3,27924816.6666667,2017
alternative r&b,nz pop,3,27924816.6666667,2017
alternative r&b,dfw rap,3,27924816.6666667,2017
alternative r&b,melodic rap,6,27924816.6666667,2017
art pop,dfw rap,3,27924816.6666667,2017
art pop,melodic rap,3,27924816.6666667,2017
dance pop,dfw rap,9,27924816.6666667,2017
dfw rap,electropop,5,27924816.6666667,2017
dfw rap,metropopolis,3,27924816.6666667,2017
melodic rap,metropopolis,4,27924816.6666667,2017
dfw rap,nz pop,3,27924816.6666667,2017
melodic rap,nz pop,3,27924816.6666667,2017
dfw rap,post-teen pop,6,27924816.6666667,2017
nz pop,pop rap,3,27924816.6666667,2017
art pop,east coast hip hop,4,4190764.0,2017
art pop,southern hip hop,8,4190764.0,2017
conscious hip hop,miami hip hop,8,192731491.333333,2017
chicago rap,post-teen pop,12,192731491.333333,2017
chicago rap,melodic rap,24,192731491.333333,2017
dirty south rap,new orleans rap,5,192731491.333333,2017
new orleans rap,urban contemporary,7,192731491.333333,2017
atl trap,canadian pop,8,21093397.6666667,2017
canadian hip hop,gangster rap,8,28115578.0,2017
hip hop,indie poptimism,5,21707190.6666667,2017
electropop,indie pop rap,4,28484466.6666667,2017
danish pop,moombahton,3,105646126.666667,2017
electropop,moombahton,9,105646126.666667,2017
indie pop,moombahton,3,105646126.666667,2017
indie poptimism,moombahton,3,105646126.666667,2017
moombahton,tropical house,11,105646126.666667,2017
indie pop,pop rap,4,105350178.0,2017
boy band,dance pop,5,97744280.3333333,2017
boy band,pop,10,97744280.3333333,2017
miami hip hop,urban contemporary,5,154750174.666667,2017
urban contemporary,urban contemporary,5,154750174.666667,2017
dance pop,memphis hip hop,3,34587651.0,2017
memphis hip hop,pop,5,34587651.0,2017
atl hip hop,detroit hip hop,6,6162047.33333333,2017
deep pop r&b,edm,5,151060319.0,2017
latin pop,puerto rican pop,10,72515516.3333333,2017
rap latina,trap latino,16,112607439.333333,2017
dance pop,uk contemporary r&b,10,116727599.333333,2017
edm,uk contemporary r&b,7,116727599.333333,2017
pop,uk contemporary r&b,11,116727599.333333,2017
tropical house,uk contemporary r&b,10,116727599.333333,2017
uk contemporary r&b,uk dance,6,116727599.333333,2017
girl group,hip hop,3,67193899.3333333,2017
girl group,rap,3,33508535.3333333,2017
girl group,southern hip hop,3,67193899.3333333,2017
girl group,trap,3,67193899.3333333,2017
hip hop,talent show,4,67193899.3333333,2017
rap,talent show,4,33508535.3333333,2017
southern hip hop,talent show,4,67193899.3333333,2017
talent show,trap,4,67193899.3333333,2017
southern hip hop,viral pop,3,67193899.3333333,2017
trap,viral pop,3,67193899.3333333,2017
dance pop,g funk,5,23509589.3333333,2017
dance pop,neo soul,12,132721397.333333,2017
neo soul,pop,12,132721397.333333,2017
grime,hip hop,5,24181487.6666667,2017
hip hop,uk hip hop,3,24181487.6666667,2017
grime,pop rap,6,24181487.6666667,2017
grime,rap,6,24181487.6666667,2017
indie pop,rap,5,43203426.3333333,2017
indietronica,rap,10,43203426.3333333,2017
atl hip hop,dfw rap,16,372250735.0,2017
dfw rap,trap,36,372250735.0,2017
contemporary country,tropical house,14,59894982.6666667,2017
country,tropical house,5,59894982.6666667,2017
country pop,tropical house,5,59894982.6666667,2017
country road,tropical house,6,59894982.6666667,2017
modern country rock,tropical house,5,59894982.6666667,2017
contemporary country,post-teen pop,19,100311204.333333,2017
country,post-teen pop,13,100311204.333333,2017
country pop,post-teen pop,8,100311204.333333,2017
country road,post-teen pop,12,100311204.333333,2017
modern country rock,post-teen pop,10,100311204.333333,2017
modern alternative rock,post-teen pop,7,69207057.6666667,2017
champeta,colombian pop,4,71087037.6666667,2017
champeta,latin,4,71087037.6666667,2017
colombian pop,vallenato,4,71087037.6666667,2017
latin,vallenato,4,71087037.6666667,2017
electropop,nyc pop,6,18061275.6666667,2017
nyc pop,pop,7,18061275.6666667,2017
nyc pop,tropical house,7,18061275.6666667,2017
atl hip hop,east coast hip hop,9,5312081.0,2017
east coast hip hop,underground hip hop,7,17079008.3333333,2017
art pop,underground hip hop,5,5440042.0,2017
latin hip hop,post-teen pop,11,308858994.666667,2017
indie electropop,pop,7,48283543.0,2017
indie electropop,tropical house,6,48283543.0,2017
philly rap,rap,24,141876707.333333,2017
philly rap,trap,16,141876707.333333,2017
german hip hop,german hip hop,74,3282104.0,2017
hamburg hip hop,hamburg hip hop,8,3282104.0,2017
brazilian edm,brazilian edm,3,198292351.0,2017
baile pop,funk das antigas,10,30891003.0,2017
baile pop,pagode baiano,10,30891003.0,2017
baile pop,pop nacional,14,30891003.0,2017
baile pop,detroit hip hop,6,19841194.0,2017
afrofuturismo brasileiro,funk carioca,8,19841194.0,2017
bass trap,funk carioca,8,19841194.0,2017
electronic trap,funk carioca,9,19841194.0,2017
edm,toronto rap,11,69687835.0,2017
latin viral pop,reggaeton,18,90276144.6666667,2017
edm,electronic trap,5,36258410.3333333,2017
electro house,electronic trap,5,36258410.3333333,2017
dance pop,reggaeton flow,12,139113872.333333,2017
cubaton,latin hip hop,3,191755330.5,2017
cubaton,reggaeton flow,3,191755330.5,2017
latin hip hop,mexican pop,6,126150162.333333,2017
pop,reggaeton flow,14,139113872.333333,2017
edm,house,15,4312178.33333333,2017
post-teen pop,viral pop,19,173755615.666667,2017
indie poptimism,post-teen pop,11,83592038.6666667,2017
conscious hip hop,rock,3,65004487.5,2017
big room,viral pop,4,99267881.3333333,2017
dancehall,latin,11,30584062.0,2017
dancehall,reggaeton,10,30584062.0,2017
bachata,latin hip hop,10,95106772.0,2017
bachata,tropical,10,95106772.0,2017
big room,electro house,10,21785026.0,2017
detroit hip hop,urban contemporary,4,5799432.66666667,2017
g funk,pop rap,14,32384768.0,2017
edm,uk dance,19,157083221.666667,2017
electro house,uk dance,13,32551639.0,2017
trap,uk pop,12,43109372.6666667,2017
deep big room,pop,11,26828669.0,2017
electropop,progressive house,7,168788918.333333,2017
metropopolis,tropical house,9,111340225.5,2017
deep big room,edm,11,29536345.0,2017
big room,rap,13,33592643.3333333,2017
big room,southern hip hop,5,33592643.3333333,2017
big room,trap,9,33592643.3333333,2017
electropop,southern hip hop,10,35165012.3333333,2017
dance pop,funk das antigas,7,19186790.6666667,2017
dance pop,pagode baiano,7,19186790.6666667,2017
funk das antigas,pop,7,19186790.6666667,2017
pagode baiano,pop,7,19186790.6666667,2017
baile pop,edm,5,26813158.0,2017
edm,funk carioca,5,26813158.0,2017
baile pop,electro house,3,26813158.0,2017
electro house,funk carioca,3,26813158.0,2017
baile pop,tropical house,4,26813158.0,2017
funk carioca,tropical house,4,26813158.0,2017
baile pop,pop rap,5,22937434.0,2017
cubaton,pop rap,3,64710671.0,2017
electro house,melodic rap,9,74298092.3333333,2017
pop rap,trap queen,5,74783182.5,2017
miami hip hop,reggaeton,7,124367992.0,2017
post-teen pop,swedish pop,5,179361531.0,2017
deep tropical house,pop,3,78499118.0,2017
deep tropical house,post-teen pop,3,78499118.0,2017
big room,swedish pop,13,72794082.3333333,2017
moombahton,pop rap,8,182128065.0,2017
moombahton,rap,7,182128065.0,2017
rap,west coast rap,17,30070549.3333333,2017
big room,uk pop,7,227168036.333333,2017
alternative hip hop,hip hop,34,4818951.0,2017
alternative hip hop,rap,27,4818951.0,2017
electro latino,pop rap,5,21670972.5,2017
dutch house,electro house,4,17067845.0,2017
dutch pop,edm,5,24700472.0,2017
dutch pop,pop,6,24700472.0,2017
dutch pop,tropical house,5,24700472.0,2017
latin,rap,33,7238987.5,2017
rap,reggaeton,26,7238987.5,2017
latin,southern hip hop,7,7238987.5,2017
reggaeton,southern hip hop,6,7238987.5,2017
latin,trap,21,7238987.5,2017
reggaeton,trap,14,7238987.5,2017
barbadian pop,pop,5,282868534.5,2017
barbadian pop,trap,5,282564974.0,2017
g funk,hip hop,15,45597255.5,2017
australian dance,post-teen pop,11,108422244.333333,2017
dance pop,downtempo,6,21304205.0,2017
downtempo,pop,5,21304205.0,2017
downtempo,post-teen pop,3,21304205.0,2017
edm,swedish electropop,7,157749451.0,2017
australian pop,pop,35,191114574.0,2017
contemporary country,country road,3,13617013.0,2017
uk funky,uk pop,9,310965427.666667,2017
dance pop,indietronica,5,15912847.6666667,2017
dancehall,uk pop,6,188801774.666667,2017
belgian edm,edm,8,33655309.0,2017
belgian edm,tropical house,8,33655309.0,2017
canadian contemporary r&b,melodic rap,5,6020290.33333333,2017
latin,spanish pop,8,39135112.0,2017
conscious hip hop,east coast hip hop,12,3372475.0,2017
dmv rap,rap,17,43784234.0,2017
deep euro house,pop,4,139964934.0,2017
german dance,pop,5,139964934.0,2017
edm,pop rock,5,94162741.3333333,2017
pop rock,tropical house,5,94162741.3333333,2017
modern alternative rock,trap,3,84323037.0,2017
stomp pop,trap,3,84323037.0,2017
latin arena pop,reggaeton,16,67574150.0,2017
perreo,reggaeton flow,15,15156683.0,2017
atl trap,canadian hip hop,9,28115578.0,2017
atl trap,toronto rap,9,28115578.0,2017
canadian contemporary r&b,electro,5,444866486.5,2017
canadian pop,electro,5,444866486.5,2017
electro,pop,6,444866486.5,2017
canadian contemporary r&b,filter house,5,444866486.5,2017
canadian pop,filter house,5,444866486.5,2017
filter house,pop,12,444866486.5,2017
francoton,latin,5,328132666.0,2017
francoton,reggaeton,5,328132666.0,2017
east coast hip hop,indie pop rap,3,52309113.0,2017
hip hop,indie pop rap,7,52309113.0,2017
indie pop rap,southern hip hop,6,52309113.0,2017
indie pop rap,trap,8,52309113.0,2017
east coast hip hop,post-teen pop,5,3138668.0,2017
east coast hip hop,r&b,5,3138668.0,2017
dirty south rap,east coast hip hop,6,3138668.0,2017
east coast hip hop,miami hip hop,3,3138668.0,2017
east coast hip hop,urban contemporary,3,3138668.0,2017
etherpop,hip hop,3,30862394.0,2017
etherpop,indie pop rap,3,30862394.0,2017
indie pop rap,indie poptimism,4,30862394.0,2017
etherpop,pop rap,8,30862394.0,2017
etherpop,rap,7,30862394.0,2017
danish pop,electro house,2,152496416.0,2017
electro house,indie pop,2,152496416.0,2017
danish pop,pop rap,2,152496416.0,2017
boy band,girl group,3,55088751.0,2017
boy band,post-teen pop,4,55088751.0,2017
boy band,talent show,3,55088751.0,2017
boy band,uk pop,3,55088751.0,2017
girl group,latin,3,55088751.0,2017
latin,talent show,3,55088751.0,2017
latin,uk pop,4,55088751.0,2017
girl group,latin pop,3,55088751.0,2017
latin pop,talent show,3,55088751.0,2017
latin pop,uk pop,4,55088751.0,2017
girl group,reggaeton,3,55088751.0,2017
reggaeton,talent show,3,55088751.0,2017
reggaeton,uk pop,3,55088751.0,2017
girl group,tropical,3,55088751.0,2017
talent show,tropical,3,55088751.0,2017
tropical,uk pop,3,55088751.0,2017
detroit hip hop,edm,3,207836114.0,2017
detroit hip hop,electro house,3,207836114.0,2017
detroit hip hop,house,3,207836114.0,2017
detroit hip hop,progressive house,3,207836114.0,2017
detroit hip hop,tropical house,3,207836114.0,2017
detroit hip hop,uk dance,3,207836114.0,2017
dirty south rap,edm,3,5775089.0,2017
edm,miami hip hop,4,5775089.0,2017
dirty south rap,electro house,2,5775089.0,2017
electro house,miami hip hop,2,5775089.0,2017
dirty south rap,house,2,5775089.0,2017
house,miami hip hop,2,5775089.0,2017
dirty south rap,progressive house,2,5775089.0,2017
miami hip hop,progressive house,2,5775089.0,2017
dirty south rap,tropical house,2,5775089.0,2017
miami hip hop,tropical house,3,5775089.0,2017
dirty south rap,uk dance,2,5775089.0,2017
miami hip hop,uk dance,2,5775089.0,2017
chicago rap,edm,2,5775089.0,2017
chicago rap,electro house,2,5775089.0,2017
chicago rap,house,2,5775089.0,2017
chicago rap,progressive house,2,5775089.0,2017
chicago rap,tropical house,3,5775089.0,2017
chicago rap,uk dance,2,5775089.0,2017
dirty south rap,hip pop,2,43093100.0,2017
gangster rap,hip pop,7,43093100.0,2017
hip pop,memphis hip hop,2,43093100.0,2017
memphis hip hop,post-teen pop,3,43093100.0,2017
dirty south rap,queens hip hop,2,43093100.0,2017
gangster rap,queens hip hop,6,43093100.0,2017
memphis hip hop,queens hip hop,2,43093100.0,2017
piano rock,pop rap,4,141884110.0,2017
dance pop,deep pop r&b,5,186545318.0,2017
deep pop r&b,pop,6,186545318.0,2017
deep pop r&b,tropical house,4,186545318.0,2017
deep pop r&b,uk dance,3,186545318.0,2017
puerto rican pop,rap latina,3,74986199.5,2017
atl trap,gangster rap,5,18524443.0,2017
gangster rap,gangster rap,11,18524443.0,2017
house,uk contemporary r&b,2,126227909.0,2017
house,uk pop,9,126227909.0,2017
atl hip hop,girl group,2,43596703.0,2017
dirty south rap,girl group,2,43596703.0,2017
atl hip hop,talent show,2,43596703.0,2017
dirty south rap,talent show,3,43596703.0,2017
atl hip hop,viral pop,2,43596703.0,2017
dirty south rap,viral pop,2,43596703.0,2017
canadian contemporary r&b,dirty south rap,2,12657090.0,2017
complextro,pop edm,5,118121216.5,2017
german techno,pop edm,5,118121216.5,2017
neo mellow,uk dance,2,55389007.0,2017
dance pop,lgbtq+ hip hop,3,188799832.0,2017
edm,lgbtq+ hip hop,3,188799832.0,2017
edm,neo soul,7,188799832.0,2017
electro house,lgbtq+ hip hop,3,188799832.0,2017
electro house,neo soul,4,188799832.0,2017
house,lgbtq+ hip hop,3,188799832.0,2017
house,neo soul,4,188799832.0,2017
lgbtq+ hip hop,pop,5,188799832.0,2017
lgbtq+ hip hop,progressive house,3,188799832.0,2017
neo soul,progressive house,4,188799832.0,2017
lgbtq+ hip hop,tropical house,3,188799832.0,2017
neo soul,tropical house,10,188799832.0,2017
lgbtq+ hip hop,uk dance,3,188799832.0,2017
neo soul,uk dance,7,188799832.0,2017
atl hip hop,lgbtq+ hip hop,5,188799832.0,2017
lgbtq+ hip hop,pop rap,5,188799832.0,2017
lgbtq+ hip hop,southern hip hop,3,188799832.0,2017
lgbtq+ hip hop,trap,5,188799832.0,2017
atl hip hop,neo soul,3,188799832.0,2017
neo soul,pop rap,9,188799832.0,2017
neo soul,southern hip hop,5,188799832.0,2017
neo soul,trap,5,188799832.0,2017
barbadian pop,canadian hip hop,3,58816057.0,2017
canadian hip hop,r&b,9,58816057.0,2017
barbadian pop,canadian pop,3,58816057.0,2017
canadian pop,r&b,9,58816057.0,2017
barbadian pop,toronto rap,3,58816057.0,2017
r&b,toronto rap,9,58816057.0,2017
canadian hip hop,grime,2,33832699.5,2017
canadian hip hop,london rap,2,33832699.5,2017
canadian hip hop,uk hip hop,2,33832699.5,2017
canadian pop,grime,2,33832699.5,2017
canadian pop,london rap,2,33832699.5,2017
canadian pop,uk hip hop,2,33832699.5,2017
hip hop,london rap,2,33832699.5,2017
london rap,pop rap,2,33832699.5,2017
london rap,rap,2,33832699.5,2017
grime,toronto rap,2,33832699.5,2017
london rap,toronto rap,2,33832699.5,2017
toronto rap,uk hip hop,2,33832699.5,2017
art pop,canadian contemporary r&b,2,16670520.0,2017
art pop,canadian pop,2,16670520.0,2017
canadian pop,hollywood,2,13261771.5,2017
canadian pop,viral pop,2,13261771.5,2017
indie pop,melodic rap,3,63106747.5,2017
indie poptimism,melodic rap,5,63106747.5,2017
indietronica,melodic rap,3,63106747.5,2017
melodic rap,modern rock,3,63106747.5,2017
electropop,philly rap,3,63106747.5,2017
indie pop,philly rap,3,63106747.5,2017
indie poptimism,philly rap,3,63106747.5,2017
indietronica,philly rap,3,63106747.5,2017
modern rock,philly rap,3,63106747.5,2017
big room,contemporary country,4,87785358.0,2017
big room,country,4,87785358.0,2017
big room,country pop,4,87785358.0,2017
big room,country road,4,87785358.0,2017
big room,modern country rock,4,87785358.0,2017
contemporary country,edm,8,87785358.0,2017
country,edm,4,87785358.0,2017
country pop,edm,4,87785358.0,2017
country road,edm,5,87785358.0,2017
edm,modern country rock,4,87785358.0,2017
contemporary country,electro house,7,87785358.0,2017
country,electro house,4,87785358.0,2017
